,PersonID,ActivityCVP,ActivityVISUM,ActivitySector,EducationPlace,Age,AgeGroup,BasicSettlementCode,CadastralAreaCode,DistrictCode,DeclaredJourneyTime,Education,Gender,JourneyMainMode,PrimaryLocTownCode,PrimaryLocDistrictCode,PrimaryLocRegionCode,PrimaryLocStateCode,PrimaryLocRelationHome,TownCode,TownSize,RegionCode
92342,92343,99,99,99,3,21,3,1767290,776726,4214,1,1,1,7,554804,4214,3069,203,6,568350,4,CZ042
92348,92349,13,5,99,1,9,1,1749710,774979,4214,1,88,1,3,553697,4214,3069,998,4,553697,4,CZ042
92352,92353,99,99,99,4,37,4,1749710,774979,4214,1,2,2,1,554804,4214,3069,998,1,553697,4,CZ042
92353,92354,99,99,99,4,47,5,3238370,765732,4214,2,2,1,1,553697,4214,3069,203,1,568295,2,CZ042
92357,92358,99,99,99,4,32,4,1268110,726818,4214,2,4,1,5,567442,4213,3069,203,1,568155,4,CZ042
92358,92359,99,99,99,4,54,6,883910,688398,4214,2,2,1,4,555223,4214,3069,276,6,555223,2,CZ042
92363,92364,13,5,99,0,6,1,1749710,774979,4214,2,88,2,6,553697,4214,3069,203,5,553697,4,CZ042
92366,92367,99,99,99,3,30,3,1767290,776726,4214,2,2,1,5,568350,4214,3069,998,4,568350,4,CZ042
92374,92375,99,99,99,4,57,6,833990,683396,4214,3,2,1,7,568058,4214,3069,998,1,568058,3,CZ042
92380,92381,99,99,99,4,32,4,517990,651796,4214,3,2,2,3,564567,4205,3069,203,1,568015,4,CZ042
92387,92388,99,99,99,4,31,4,1268110,726818,4214,1,4,1,1,568155,4214,3069,203,1,568155,4,CZ042
92390,92391,8,2,99,1,13,1,1749710,774979,4214,3,88,2,6,553697,4214,3069,998,4,553697,4,CZ042
92391,92392,13,5,99,1,10,1,517990,651796,4214,1,88,2,6,554804,4214,3069,998,1,568015,4,CZ042
92402,92403,99,99,99,4,62,7,1651660,765163,4214,3,2,1,6,568287,4214,3069,203,1,568287,98,CZ042
92409,92410,99,99,99,3,21,3,1749710,774979,4214,9,1,2,3,553697,4214,3069,998,1,553697,4,CZ042
92411,92412,13,5,99,1,9,1,517990,651796,4214,2,88,1,6,554804,4214,3069,998,3,568015,4,CZ042
92419,92420,99,99,99,3,29,3,479880,647985,4214,3,2,2,6,553697,4214,3034,998,2,568015,4,CZ042
92423,92424,99,99,99,4,46,5,1657270,765724,4214,3,2,1,4,553697,4214,3018,203,1,568295,2,CZ042
92426,92427,99,99,99,4,44,5,1350710,735078,4214,1,2,2,4,530620,4214,3034,203,5,530620,99,CZ042
92443,92444,99,99,99,4,58,6,1749710,774979,4214,5,4,2,3,554804,4214,3069,998,4,553697,4,CZ042
92444,92445,99,99,99,4,42,5,739890,673986,4214,3,3,2,1,562335,4202,3069,203,1,568147,2,CZ042
92453,92454,99,99,99,4,41,5,479880,647985,4214,1,4,1,7,554804,4214,3069,203,1,568015,4,CZ042
92459,92460,99,99,99,4,69,7,1200900,720097,4214,4,2,2,1,568058,4214,3069,998,5,568147,2,CZ042
92469,92470,13,5,99,0,8,1,1418360,741833,4214,1,88,1,3,567515,4213,3069,203,1,568007,4,CZ042
92470,92471,13,5,99,1,9,1,335020,633500,4214,3,88,2,3,554804,4214,3115,203,1,568201,3,CZ042
92498,92499,99,99,99,4,52,6,834110,683418,4214,1,2,1,4,568309,4214,3069,203,1,568058,3,CZ042
92500,92501,99,99,99,4,42,5,834110,683418,4214,2,2,1,7,562335,4202,3069,203,2,568058,3,CZ042
92503,92504,99,99,99,4,53,6,1749710,774979,4214,5,1,1,3,553697,4214,3069,203,2,553697,4,CZ042
92504,92505,99,99,99,4,45,5,1531840,753181,4214,6,4,1,3,568201,4214,3069,203,6,568201,3,CZ042
92509,92510,99,99,99,4,38,4,1749710,774979,4214,9,4,1,3,554804,4214,3069,998,4,553697,4,CZ042
92515,92516,13,5,99,0,6,1,1554110,755419,4214,4,88,1,3,546925,4214,3069,203,6,546925,99,CZ042
92517,92518,13,5,99,0,6,1,1200900,720097,4214,1,88,1,7,567442,4213,3069,203,4,568147,2,CZ042
92518,92519,99,99,99,4,45,5,1749710,774979,4214,1,4,2,6,554804,4214,3069,998,3,553697,4,CZ042
92532,92533,99,99,99,4,41,5,1671180,767115,4214,2,2,1,4,554804,4214,3018,203,1,568309,2,CZ042
92536,92537,99,99,99,4,43,5,1749710,774979,4214,9,4,2,5,554804,4214,3069,998,1,553697,4,CZ042
92539,92540,8,2,99,3,20,3,517990,651796,4214,6,88,1,3,554804,4214,3069,998,5,568015,4,CZ042
92541,92542,13,5,99,1,10,1,1749710,774979,4214,3,88,2,1,554804,4214,3018,998,1,553697,4,CZ042
92544,92545,13,5,99,1,11,1,1657270,765724,4214,2,88,2,1,554804,4214,3069,203,1,568295,2,CZ042
92549,92550,13,5,99,0,7,1,1418360,741833,4214,2,88,2,3,568007,4214,3069,203,4,568007,4,CZ042
92559,92560,99,99,99,4,36,4,883910,688398,4214,4,4,1,4,554804,4214,3069,998,1,555223,2,CZ042
92560,92561,99,99,99,4,42,5,883910,688398,4214,2,2,1,4,568309,4214,3026,203,1,555223,2,CZ042
92570,92571,99,99,99,4,57,6,517990,651796,4214,2,1,1,3,579581,5214,3069,203,1,568015,4,CZ042
92573,92574,99,99,99,3,28,3,1749710,774979,4214,2,2,2,6,553697,4214,3069,998,1,553697,4,CZ042
92599,92600,99,99,99,4,46,5,517990,651796,4214,2,2,1,5,554782,1100,3018,998,4,568015,4,CZ042
92606,92607,99,99,99,3,26,3,1267990,726796,4214,2,2,1,1,554804,4214,3069,203,4,568155,4,CZ042
92610,92611,99,99,99,4,44,5,1788610,778869,4214,2,2,1,7,554804,4214,3069,203,4,555223,2,CZ042
92614,92615,99,99,99,3,30,3,1418360,741833,4214,1,2,2,1,554804,4214,3069,203,2,568007,4,CZ042
92618,92619,99,99,99,4,37,4,1749710,774979,4214,9,4,1,1,554804,4214,3018,203,6,553697,4,CZ042
92621,92622,8,2,99,2,18,2,1200900,720097,4214,2,88,1,4,554804,4214,3069,998,1,568147,2,CZ042
92624,92625,99,99,99,4,61,7,834110,683418,4214,2,2,1,7,562335,4202,3069,203,5,568058,3,CZ042
92634,92635,99,99,99,4,35,4,906710,690678,4214,2,1,1,6,554804,4214,3069,203,1,568104,2,CZ042
92635,92636,99,99,99,4,32,4,739890,673986,4214,1,4,1,7,554804,4214,3069,998,6,568147,2,CZ042
92642,92643,13,5,99,0,6,1,1749710,774979,4214,2,88,1,1,553697,4214,3018,998,1,553697,4,CZ042
92643,92644,99,99,99,4,31,4,1767290,776726,4214,2,3,2,1,554804,4214,3069,998,1,568350,4,CZ042
92665,92666,13,5,99,1,10,1,1450330,745031,4214,9,88,2,3,567809,4213,3069,203,4,568201,3,CZ042
92675,92676,99,99,99,3,21,3,834110,683418,4214,2,1,2,6,568058,4214,3069,203,1,568058,3,CZ042
92677,92678,13,5,99,0,7,1,1749710,774979,4214,5,88,1,6,554804,4214,3069,998,5,553697,4,CZ042
92703,92704,99,99,99,4,40,4,1671180,767115,4214,2,2,2,6,554791,3209,3069,203,6,568309,2,CZ042
92707,92708,99,99,99,4,59,6,479880,647985,4214,3,4,1,4,554804,4214,3069,998,6,568015,4,CZ042
92715,92716,99,99,99,4,54,6,883910,688398,4214,2,2,1,6,568058,4214,3069,203,1,555223,2,CZ042
92716,92717,13,5,99,0,6,1,504910,650498,4214,1,88,2,3,554804,4214,3069,203,1,568007,4,CZ042
92717,92718,99,99,99,4,44,5,739890,673986,4214,3,2,1,6,568147,4214,3069,203,1,568147,2,CZ042
92725,92726,99,99,99,4,47,5,1749710,774979,4214,2,2,1,3,553697,4214,3069,998,6,553697,4,CZ042
92729,92730,99,99,99,4,36,4,1749710,774979,4214,2,2,2,3,554804,4214,3069,203,4,553697,4,CZ042
92739,92740,8,2,99,1,13,1,334990,633496,4214,1,88,2,5,568007,4214,3069,998,1,568201,3,CZ042
92746,92747,99,99,99,4,56,6,710210,671029,4214,3,2,1,6,554804,4214,3069,998,1,553697,4,CZ042
92748,92749,99,99,99,4,37,4,1268110,726818,4214,6,2,1,5,568155,4214,3069,998,1,568155,4,CZ042
92755,92756,13,5,99,1,10,1,1944920,794490,4214,6,88,1,4,567655,4201,3069,998,1,568015,4,CZ042
92760,92761,99,99,99,3,30,3,3238370,765732,4214,6,2,1,4,554804,4214,3069,203,2,568295,2,CZ042
92764,92765,13,5,99,0,6,1,1200900,720097,4214,4,88,2,6,568058,4214,3069,998,4,568147,2,CZ042
92765,92766,99,99,99,4,31,4,334990,633496,4214,1,2,2,5,554804,4214,3069,998,1,568201,3,CZ042
92773,92774,99,99,99,4,37,4,1671180,767115,4214,3,2,1,6,568309,4214,3018,203,1,568309,2,CZ042
92774,92775,99,99,99,4,76,8,1749710,774979,4214,1,2,1,3,568201,4214,3069,203,3,553697,4,CZ042
92785,92786,99,99,99,4,41,5,834110,683418,4214,1,2,1,6,554804,4214,3069,203,2,568058,3,CZ042
92787,92788,99,99,99,3,29,3,1200900,720097,4214,1,2,2,6,568309,4214,3069,203,1,568147,2,CZ042
92788,92789,99,99,99,4,37,4,479880,647985,4214,1,4,1,7,568015,4214,3069,203,1,568015,4,CZ042
92789,92790,99,99,99,4,63,7,1944920,794490,4214,1,2,2,1,569810,5205,3069,998,1,568015,4,CZ042
92792,92793,99,99,99,3,24,3,1200900,720097,4214,1,1,2,1,568147,4214,3069,203,1,568147,2,CZ042
92804,92805,99,99,99,4,65,7,517990,651796,4214,1,2,1,6,568015,4214,3069,203,1,568015,4,CZ042
92806,92807,99,99,99,4,43,5,1937210,793728,4214,4,2,1,4,554804,4214,3069,203,1,568384,99,CZ042
92812,92813,99,99,99,4,41,5,845570,684554,4214,1,4,2,7,568023,4214,3069,203,1,568023,3,CZ042
92813,92814,99,99,99,4,44,5,1350710,735078,4214,2,2,1,6,568007,4214,3069,203,1,530620,99,CZ042
92818,92819,99,99,99,4,64,7,1418360,741833,4214,1,2,1,4,568007,4214,3069,203,6,568007,4,CZ042
92826,92827,99,99,99,3,28,3,1444520,744450,4214,1,4,2,1,554804,4214,3069,998,1,546186,98,CZ042
92828,92829,99,99,99,3,30,3,1749710,774979,4214,2,2,2,3,553697,4214,3069,203,1,553697,4,CZ042
92836,92837,99,99,99,4,40,4,1749710,774979,4214,3,2,1,3,554804,4214,3069,998,6,553697,4,CZ042
92850,92851,99,99,99,4,53,6,883910,688398,4214,1,3,1,6,555223,4214,3069,203,1,555223,2,CZ042
92876,92877,99,99,99,4,41,5,1671180,767115,4214,1,2,2,6,554804,4214,3069,203,1,568309,2,CZ042
92877,92878,99,99,99,4,46,5,834110,683418,4214,1,2,1,4,554804,4214,3069,203,4,568058,3,CZ042
92885,92886,99,99,99,4,50,5,833990,683396,4214,1,2,2,6,568058,4214,3069,998,1,568058,3,CZ042
92888,92889,99,99,99,4,43,5,1749710,774979,4214,2,2,1,3,553697,4214,3069,998,4,553697,4,CZ042
92911,92912,99,99,99,4,70,7,1558110,755818,4214,1,2,2,1,554804,4214,3069,998,5,568015,4,CZ042
92912,92913,99,99,99,4,66,7,1558110,755818,4214,1,2,1,3,554804,4214,3069,998,1,568015,4,CZ042
92919,92920,99,99,99,4,63,7,1657270,765724,4214,1,1,2,6,554804,4214,3069,203,1,568295,2,CZ042
92921,92922,99,99,99,4,42,5,834110,683418,4214,3,2,1,6,554782,1100,3069,203,1,568058,3,CZ042
92932,92933,99,99,99,4,36,4,884040,688401,4214,2,2,2,6,555223,4214,3069,998,1,555223,2,CZ042
92933,92934,99,99,99,3,28,3,834110,683418,4214,1,2,2,6,568058,4214,3018,203,1,568058,3,CZ042
92960,92961,99,99,99,3,25,3,1749710,774979,4214,2,1,2,6,553697,4214,3069,998,1,553697,4,CZ042
92967,92968,99,99,99,4,68,7,1749710,774979,4214,1,2,1,4,554804,4214,3069,203,6,553697,4,CZ042
92968,92969,99,99,99,4,39,4,1749710,774979,4214,2,3,2,6,553697,4214,3069,998,4,553697,4,CZ042
92976,92977,8,2,99,3,20,3,1749710,774979,4214,5,88,1,6,554804,4214,3069,998,5,553697,4,CZ042
92983,92984,8,2,99,2,16,2,504910,650498,4214,3,88,2,6,553697,4214,3069,998,2,568007,4,CZ042
92988,92989,8,2,99,2,19,2,1749710,774979,4214,2,88,2,6,554804,4214,3069,998,1,553697,4,CZ042
92989,92990,8,2,99,2,19,2,1268020,726800,4214,2,88,2,5,554804,4214,3069,998,1,568155,4,CZ042
92990,92991,99,99,99,4,70,7,1267990,726796,4214,2,2,2,5,568155,4214,3069,203,1,568155,4,CZ042
93016,93017,8,2,99,1,15,1,834110,683418,4214,2,88,1,6,554804,4214,3069,998,1,568058,3,CZ042
93017,93018,99,99,99,4,54,6,1749710,774979,4214,2,2,1,3,554782,1100,3069,998,1,553697,4,CZ042
93025,93026,8,2,99,2,19,2,1749710,774979,4214,2,88,1,1,553697,4214,3069,998,1,553697,4,CZ042
93037,93038,99,99,99,3,21,3,1657270,765724,4214,2,1,2,6,554804,4214,3069,998,2,568295,2,CZ042
93039,93040,8,2,99,1,15,1,1671180,767115,4214,1,88,1,7,568309,4214,3069,998,6,568309,2,CZ042
93052,93053,99,99,99,4,36,4,479880,647985,4214,1,2,1,3,554804,4214,3069,203,1,568015,4,CZ042
93060,93061,99,99,99,4,36,4,479880,647985,4214,3,2,1,6,554804,4214,3069,203,1,568015,4,CZ042
93068,93069,99,99,99,4,43,5,1749710,774979,4214,2,2,1,6,554804,4214,3069,998,1,553697,4,CZ042
93075,93076,99,99,99,4,59,6,1749710,774979,4214,1,2,1,3,553697,4214,3069,203,4,553697,4,CZ042
93080,93081,99,99,99,4,56,6,884040,688401,4214,2,2,1,7,554804,4214,3069,203,1,555223,2,CZ042
93086,93087,99,99,99,4,62,7,1786830,778681,4214,1,2,1,6,568350,4214,3069,203,2,568350,4,CZ042
93095,93096,99,99,99,4,55,6,1657270,765724,4214,5,4,1,7,554804,4214,3069,203,1,568295,2,CZ042
93101,93102,99,99,99,4,58,6,1657270,765724,4214,3,4,2,6,554804,4214,3069,203,1,568295,2,CZ042
93104,93105,99,99,99,4,62,7,479880,647985,4214,2,4,1,3,568015,4214,3069,203,4,568015,4,CZ042
93106,93107,99,99,99,4,56,6,1657270,765724,4214,1,2,1,4,554804,4214,3069,998,1,568295,2,CZ042
93108,93109,99,99,99,4,54,6,1749710,774979,4214,2,2,1,3,554804,4214,3069,998,4,553697,4,CZ042
93109,93110,99,99,99,4,36,4,479880,647985,4214,2,2,1,1,554804,4214,3069,203,1,568015,4,CZ042
93112,93113,99,99,99,4,33,4,479880,647985,4214,3,2,1,3,568015,4214,3069,203,1,568015,4,CZ042
93113,93114,99,99,99,4,70,7,834110,683418,4214,2,2,1,1,554782,1100,3069,826,6,568058,3,CZ042
93118,93119,99,99,99,4,59,6,1749710,774979,4214,1,1,1,7,553697,4214,3069,998,4,553697,4,CZ042
93123,93124,99,99,99,4,45,5,1531760,753181,4214,2,2,1,6,568201,4214,3069,998,1,568201,3,CZ042
93132,93133,99,99,99,4,48,5,479880,647985,4214,1,2,1,4,568007,4214,3069,203,1,568015,4,CZ042
93141,93142,99,99,99,4,54,6,504910,650498,4214,2,2,1,6,568015,4214,3069,203,1,568007,4,CZ042
93143,93144,99,99,99,4,59,6,1749710,774979,4214,3,2,1,6,554804,4214,3069,203,4,553697,4,CZ042
93144,93145,99,99,99,4,36,4,479880,647985,4214,4,2,1,1,554804,4214,3069,203,2,568015,4,CZ042
93163,93164,99,99,99,4,48,5,1200900,720097,4214,4,2,2,4,568147,4214,3069,203,1,568147,2,CZ042
93170,93171,99,99,99,4,35,4,479880,647985,4214,2,1,1,8,554804,4214,3069,998,1,568015,4,CZ042
93171,93172,99,99,99,4,44,5,1657270,765724,4214,6,2,2,7,568015,4214,3069,203,1,568295,2,CZ042
93172,93173,99,99,99,3,28,3,1657270,765724,4214,4,2,1,4,554782,1100,3069,998,1,568295,2,CZ042
93180,93181,99,99,99,4,35,4,479880,647985,4214,1,2,1,1,554804,4214,3018,203,6,568015,4,CZ042
93188,93189,99,99,99,4,61,7,1418360,741833,4214,2,2,2,3,554804,4214,3069,203,1,568007,4,CZ042
93190,93191,8,2,99,3,20,3,1749710,774979,4214,2,88,2,6,553697,4214,3069,998,1,553697,4,CZ042
93196,93197,99,99,99,4,42,5,883910,688398,4214,2,2,1,1,554804,4214,3069,203,6,555223,2,CZ042
93204,93205,99,99,99,4,42,5,1749710,774979,4214,1,2,1,6,554804,4214,3069,998,1,553697,4,CZ042
93205,93206,99,99,99,3,30,3,1531840,753181,4214,6,2,1,5,567809,4213,3069,203,6,568201,3,CZ042
93210,93211,99,99,99,4,50,5,479880,647985,4214,1,2,1,6,554804,4214,3069,998,1,568015,4,CZ042
93213,93214,99,99,99,4,65,7,479880,647985,4214,1,2,1,6,554804,4214,3069,203,6,568015,4,CZ042
93216,93217,99,99,99,4,66,7,479880,647985,4214,2,1,1,3,554804,4214,3069,998,6,568015,4,CZ042
93222,93223,99,99,99,4,50,5,1657270,765724,4214,2,2,2,6,584266,6216,3069,998,1,568295,2,CZ042
93223,93224,99,99,99,4,66,7,1200900,720097,4214,2,2,1,6,554804,4214,3069,998,1,568147,2,CZ042
93225,93226,99,99,99,4,34,4,1749710,774979,4214,2,2,1,1,554804,4214,3069,203,6,553697,4,CZ042
93226,93227,99,99,99,4,40,4,479880,647985,4214,2,2,1,6,564567,4205,3069,998,1,568015,4,CZ042
93229,93230,99,99,99,4,46,5,1749710,774979,4214,1,4,1,6,554804,4214,3069,840,6,553697,4,CZ042
93240,93241,8,2,99,1,13,1,1749710,774979,4214,5,88,1,1,553697,4214,3069,998,1,553697,4,CZ042
93245,93246,99,99,99,4,48,5,1657270,765724,4214,1,4,1,7,554804,4214,3069,203,5,568295,2,CZ042
93258,93259,99,99,99,4,42,5,739890,673986,4214,3,2,1,6,568147,4214,3069,203,6,568147,2,CZ042
93261,93262,99,99,99,4,48,5,504910,650498,4214,2,2,1,6,554804,4214,3069,998,1,568007,4,CZ042
93266,93267,99,99,99,4,58,6,1749710,774979,4214,9,2,1,4,554804,4214,3069,203,4,553697,4,CZ042
93271,93272,99,99,99,4,45,5,479880,647985,4214,1,2,1,6,553697,4214,3069,203,6,568015,4,CZ042
93272,93273,99,99,99,4,62,7,1651660,765163,4214,2,3,2,7,568287,4214,3069,203,6,568287,98,CZ042
93277,93278,99,99,99,4,57,6,883910,688398,4214,2,1,1,8,555223,4214,3069,998,1,555223,2,CZ042
93278,93279,99,99,99,4,35,4,479880,647985,4214,1,2,1,1,554804,4214,3069,203,4,568015,4,CZ042
93281,93282,99,99,99,4,54,6,710210,671029,4214,3,4,1,3,553697,4214,3069,380,2,553697,4,CZ042
93293,93294,99,99,99,4,49,5,1651660,765163,4214,3,4,2,6,554804,4214,3069,203,3,568287,98,CZ042
93300,93301,99,99,99,4,52,6,479880,647985,4214,2,2,1,3,554804,4214,3069,998,5,568015,4,CZ042
93302,93303,99,99,99,4,63,7,479880,647985,4214,3,2,1,6,554804,4214,3018,998,1,568015,4,CZ042
93310,93311,99,99,99,4,74,8,416700,641677,4214,1,2,2,4,567973,4214,3069,998,4,567973,99,CZ042
93314,93315,99,99,99,4,59,6,3238370,765732,4214,4,2,1,6,554804,4214,3069,203,6,568295,2,CZ042
93315,93316,99,99,99,4,69,7,3238370,765732,4214,2,2,1,7,554804,4214,3069,203,1,568295,2,CZ042
93317,93318,99,99,99,4,50,5,1749710,774979,4214,3,2,1,6,554804,4214,3069,998,5,553697,4,CZ042
93320,93321,99,99,99,4,33,4,1651660,765163,4214,2,2,1,6,568287,4214,3069,998,5,568287,98,CZ042
93343,93344,99,99,99,4,51,6,1767290,776726,4214,9,2,1,4,554804,4214,3069,998,4,568350,4,CZ042
93345,93346,99,99,99,4,62,7,883910,688398,4214,1,2,1,4,554804,4214,3069,203,4,555223,2,CZ042
93347,93348,99,99,99,4,52,6,334990,633496,4214,2,4,1,3,568201,4214,3069,203,1,568201,3,CZ042
93352,93353,99,99,99,4,51,6,504910,650498,4214,3,2,2,7,568007,4214,3069,203,2,568007,4,CZ042
93357,93358,99,99,99,4,66,7,1749710,774979,4214,2,2,2,7,553697,4214,3069,998,6,553697,4,CZ042
93359,93360,99,99,99,4,50,5,1651660,765163,4214,5,1,2,5,554804,4214,3069,998,1,568287,98,CZ042
93366,93367,99,99,99,3,30,3,884040,688401,4214,2,2,1,6,555223,4214,3069,998,1,555223,2,CZ042
93368,93369,99,99,99,4,49,5,479880,647985,4214,2,2,1,6,568015,4214,3069,998,6,568015,4,CZ042
93375,93376,99,99,99,4,52,6,1531840,753181,4214,1,4,1,1,568201,4214,3069,203,6,568201,3,CZ042
93376,93377,99,99,99,4,40,4,504910,650498,4214,2,2,1,6,554804,4214,3069,203,4,568007,4,CZ042
93400,93401,99,99,99,4,43,5,479880,647985,4214,3,2,1,3,554804,4214,3069,203,6,568015,4,CZ042
93418,93419,99,99,99,4,54,6,1749710,774979,4214,3,2,1,6,553697,4214,3069,203,3,553697,4,CZ042
93430,93431,99,99,99,4,49,5,1749710,774979,4214,4,2,1,3,554804,4214,3069,203,1,553697,4,CZ042
93444,93445,99,99,99,4,55,6,739890,673986,4214,2,2,1,6,568147,4214,3085,203,1,568147,2,CZ042
93446,93447,99,99,99,4,43,5,884040,688401,4214,6,2,2,6,568058,4214,3069,998,5,555223,2,CZ042
93449,93450,99,99,99,4,31,4,479880,647985,4214,3,3,1,3,554804,4214,3069,276,1,568015,4,CZ042
93452,93453,99,99,99,4,52,6,479880,647985,4214,6,2,2,6,568015,4214,3069,203,2,568015,4,CZ042
93457,93458,99,99,99,4,59,6,1657270,765724,4214,2,2,1,6,553697,4214,3069,203,1,568295,2,CZ042
93463,93464,99,99,99,4,41,5,334990,633496,4214,4,2,1,3,554804,4214,3069,203,2,568201,3,CZ042
93477,93478,99,99,99,4,45,5,1749710,774979,4214,9,2,1,6,554804,4214,3069,203,1,553697,4,CZ042
93489,93490,99,99,99,3,28,3,884040,688401,4214,2,4,1,6,554804,4214,3018,203,1,555223,2,CZ042
93492,93493,99,99,99,4,48,5,883910,688398,4214,3,2,1,1,555223,4214,3069,203,1,555223,2,CZ042
93494,93495,99,99,99,4,67,7,1200900,720097,4214,1,2,1,6,554804,4214,3069,203,4,568147,2,CZ042
93497,93498,99,99,99,4,44,5,1749710,774979,4214,1,2,2,6,554804,4214,3069,998,4,553697,4,CZ042
93505,93506,8,2,99,2,19,2,363910,636398,4214,2,88,1,6,554804,4214,3069,998,1,567957,99,CZ042
93513,93514,99,99,99,4,53,6,1749710,774979,4214,1,1,1,1,553697,4214,3069,998,1,553697,4,CZ042
93522,93523,99,99,99,4,45,5,479880,647985,4214,1,2,2,3,554804,4214,3069,203,3,568015,4,CZ042
93529,93530,99,99,99,4,45,5,1749710,774979,4214,9,2,1,3,554804,4214,3069,998,6,553697,4,CZ042
93550,93551,99,99,99,4,59,6,1749710,774979,4214,2,2,1,3,554804,4214,3069,998,4,553697,4,CZ042
93551,93552,99,99,99,4,72,8,1200900,720097,4214,3,2,1,6,568147,4214,3069,203,6,568147,2,CZ042
93554,93555,99,99,99,4,63,7,479880,647985,4214,9,2,1,7,554804,4214,3069,203,1,568015,4,CZ042
93568,93569,99,99,99,3,29,3,834110,683418,4214,4,2,2,6,568058,4214,3069,998,1,568058,3,CZ042
93580,93581,99,99,99,4,51,6,884040,688401,4214,2,2,1,7,553697,4214,3069,203,1,555223,2,CZ042
93581,93582,99,99,99,4,61,7,1749710,774979,4214,3,2,1,6,553697,4214,3069,998,4,553697,4,CZ042
93582,93583,99,99,99,4,60,6,1749710,774979,4214,3,1,1,7,530620,4214,3069,998,6,553697,4,CZ042
93583,93584,99,99,99,4,37,4,416700,641677,4214,2,4,2,1,554804,4214,3069,998,1,567973,99,CZ042
93588,93589,99,99,99,3,24,3,1749710,774979,4214,1,1,2,6,554804,4214,3069,203,6,553697,4,CZ042
93589,93590,99,99,99,4,45,5,1200900,720097,4214,2,2,2,2,554804,4214,3069,998,1,568147,2,CZ042
93594,93595,8,2,99,1,14,1,1749710,774979,4214,2,88,1,7,554782,1100,3069,998,1,553697,4,CZ042
93597,93598,99,99,99,4,47,5,1657270,765724,4214,2,2,1,1,564567,4205,3069,203,2,568295,2,CZ042
93606,93607,99,99,99,3,21,3,1418360,741833,4214,1,1,2,3,568007,4214,3069,998,1,568007,4,CZ042
93610,93611,99,99,99,4,36,4,1418360,741833,4214,2,2,1,6,554804,4214,3069,203,5,568007,4,CZ042
93622,93623,99,99,99,4,43,5,1749710,774979,4214,1,4,1,6,554804,4214,3069,998,1,553697,4,CZ042
93633,93634,99,99,99,4,42,5,1200900,720097,4214,2,4,2,4,568147,4214,3069,203,6,568147,2,CZ042
93634,93635,99,99,99,4,74,8,547390,654736,4214,1,1,2,4,554804,4214,3069,203,6,568023,3,CZ042
93638,93639,99,99,99,3,30,3,1749710,774979,4214,2,2,2,3,554804,4214,3069,998,1,553697,4,CZ042
93651,93652,13,5,99,1,11,1,1749710,774979,4214,4,88,1,3,553697,4214,3069,998,3,553697,4,CZ042
93653,93654,8,2,99,1,14,1,739890,673986,4214,6,88,2,6,568309,4214,3069,998,1,568147,2,CZ042
93660,93661,99,99,99,4,47,5,1749710,774979,4214,2,2,1,4,553697,4214,3069,998,1,553697,4,CZ042
93682,93683,99,99,99,4,44,5,547710,654779,4214,1,2,1,6,554804,4214,3069,203,4,568023,3,CZ042
93700,93701,99,99,99,4,66,7,1749710,774979,4214,4,2,2,7,553697,4214,3069,998,6,553697,4,CZ042
93702,93703,99,99,99,4,53,6,1749710,774979,4214,1,2,2,3,554804,4214,3069,203,1,553697,4,CZ042
93704,93705,99,99,99,4,57,6,1268110,726818,4214,1,1,2,5,568155,4214,3069,998,2,568155,4,CZ042
93707,93708,8,2,99,2,18,2,834110,683418,4214,2,88,1,6,568058,4214,3077,998,3,568058,3,CZ042
93709,93710,99,99,99,4,56,6,1749710,774979,4214,5,2,2,3,553697,4214,3069,998,6,553697,4,CZ042
93714,93715,99,99,99,4,54,6,884040,688401,4214,3,2,2,6,567442,4213,3069,998,4,555223,2,CZ042
93719,93720,99,99,99,4,70,7,3238370,765732,4214,2,2,1,4,584266,6216,3018,203,1,568295,2,CZ042
93727,93728,8,2,99,2,19,2,1749710,774979,4214,1,88,2,3,553697,4214,3069,998,4,553697,4,CZ042
93732,93733,8,2,99,1,12,1,884040,688401,4214,2,88,2,6,555223,4214,3069,998,1,555223,2,CZ042
93749,93750,99,99,99,3,29,3,1749710,774979,4214,3,2,1,3,553697,4214,3069,203,6,553697,4,CZ042
93751,93752,99,99,99,3,29,3,1749710,774979,4214,5,1,2,4,553697,4214,3069,998,4,553697,4,CZ042
93764,93765,8,2,99,2,18,2,1200900,720097,4214,4,88,2,6,568058,4214,3069,998,1,568147,2,CZ042
93766,93767,99,99,99,4,57,6,1749710,774979,4214,1,2,1,6,582786,6203,3069,998,4,553697,4,CZ042
93767,93768,99,99,99,4,44,5,3238370,765732,4214,1,2,1,4,568015,4214,3018,203,1,568295,2,CZ042
93784,93785,99,99,99,4,61,7,334990,633496,4214,2,2,1,7,554804,4214,3069,998,2,568201,3,CZ042
93793,93794,99,99,99,4,49,5,1350710,735078,4214,3,1,1,6,568007,4214,3069,998,1,530620,99,CZ042
93797,93798,99,99,99,4,47,5,1786830,778681,4214,2,2,1,6,568350,4214,3069,998,1,568350,4,CZ042
93803,93804,99,99,99,4,50,5,479880,647985,4214,2,2,1,6,554804,4214,3069,203,4,568015,4,CZ042
93805,93806,99,99,99,4,35,4,1749710,774979,4214,1,2,1,6,553697,4214,3069,998,1,553697,4,CZ042
