H_ID,H_orp_code,H_orp_name,H_address_city,H_address_city_code,H_address_district,H_address_district_code,H_date,H_persons,H_persons_0005,H_persons_0617,H_persons_1899,H_income,H_venr_car_private,H_venr_car_company,H_venr_util,H_venr_other,H_venr_bike,H_region,H_munpop
7255,4206,Litvínov,NA,NA,NA,NA,07/11/2017,3,0,0,3,30 001–50 000 Kè,2,0,0,0,0,Ústeckı kraj,20 000-49 999
7256,5110,eleznı Brod,NA,NA,NA,NA,04/10/2017,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Libereckı kraj,5 000-9 999
7257,2115,Mladá Boleslav,NA,NA,NA,NA,30/10/2018,4,0,0,4,NA,2,0,0,0,0,Støedoèeskı kraj,20 000-49 999
7258,1000,Praha,NA,NA,NA,NA,31/07/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,1,Hlavní mìsto Praha,100 000+
7259,1000,Praha,NA,NA,NA,NA,26/09/2018,1,0,0,1,50 001 Kè a více,0,1,0,0,0,Hlavní mìsto Praha,100 000+
7260,4206,Litvínov,NA,NA,NA,NA,24/10/2017,2,0,0,2,22 001–30 000 Kè,0,0,0,0,0,Ústeckı kraj,20 000-49 999
7261,1000,Praha,NA,NA,NA,NA,03/10/2018,1,0,0,1,50 001 Kè a více,0,0,0,0,0,Hlavní mìsto Praha,100 000+
7262,1000,Praha,NA,NA,NA,NA,27/09/2018,2,0,0,2,30 001–50 000 Kè,1,0,0,0,2,Hlavní mìsto Praha,100 000+
7263,1000,Praha,NA,NA,NA,NA,09/04/2019,2,0,0,2,NA,1,0,0,0,2,Hlavní mìsto Praha,100 000+
7264,1000,Praha,NA,NA,NA,NA,09/10/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
7265,1000,Praha,NA,NA,NA,NA,09/04/2019,1,0,0,1,30 001–50 000 Kè,1,0,0,0,1,Hlavní mìsto Praha,100 000+
7266,1000,Praha,NA,NA,NA,NA,04/10/2018,4,1,1,2,NA,1,0,0,0,4,Hlavní mìsto Praha,100 000+
7267,1000,Praha,NA,NA,NA,NA,20/09/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
7268,1000,Praha,NA,NA,NA,NA,07/06/2018,2,0,0,2,22 001–30 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
7269,1000,Praha,NA,NA,NA,NA,30/08/2018,3,0,0,3,NA,1,0,0,0,2,Hlavní mìsto Praha,100 000+
7270,1000,Praha,NA,NA,NA,NA,02/08/2018,2,0,0,2,30 001–50 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
7271,1000,Praha,NA,NA,NA,NA,06/09/2018,2,0,0,2,30 001–50 000 Kè,1,0,0,0,2,Hlavní mìsto Praha,100 000+
7272,4203,Chomutov,NA,NA,NA,NA,07/11/2017,2,0,0,2,15 001–22 000 Kè,0,0,0,0,0,Ústeckı kraj,20 000-49 999
7273,1000,Praha,NA,NA,NA,NA,04/10/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Hlavní mìsto Praha,100 000+
7274,5107,Semily,NA,NA,NA,NA,21/11/2017,4,0,1,3,nevím/nechci odpovídat,1,0,0,0,0,Libereckı kraj,1 000-1 999
7275,2120,Pøíbram,NA,NA,NA,NA,23/10/2018,2,0,0,2,30 001–50 000 Kè,1,0,0,0,2,Støedoèeskı kraj,20 000-49 999
7276,5107,Semily,NA,NA,NA,NA,27/03/2019,3,0,0,3,NA,1,0,0,0,2,Libereckı kraj,5 000-9 999
7277,5205,Hradec Králové,NA,NA,NA,NA,21/11/2017,1,0,0,1,22 001–30 000 Kè,1,0,0,0,1,Královéhradeckı kraj,5 000-9 999
7278,3114,Tøeboò,NA,NA,NA,NA,08/11/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Jihoèeskı kraj,do 999
7279,1000,Praha,NA,NA,NA,NA,27/03/2019,2,0,0,2,22 001–30 000 Kè,1,0,0,0,1,Hlavní mìsto Praha,100 000+
7280,2125,Vlašim,NA,NA,NA,NA,07/06/2018,2,0,0,2,15 001–22 000 Kè,1,0,1,0,1,Støedoèeskı kraj,10 000-19 999
7281,2125,Vlašim,NA,NA,NA,NA,11/04/2019,4,0,2,2,22 001–30 000 Kè,1,1,0,0,2,Støedoèeskı kraj,10 000-19 999
7282,3205,Klatovy,NA,NA,NA,NA,14/02/2019,4,0,0,4,30 001–50 000 Kè,1,0,0,0,2,Plzeòskı kraj,1 000-1 999
7283,3203,Horaïovice,NA,NA,NA,NA,03/08/2018,1,0,0,1,NA,0,0,0,0,0,Plzeòskı kraj,5 000-9 999
7284,3212,Stod,NA,NA,NA,NA,06/11/2018,2,0,0,2,ménì ne 9 200 Kè,0,0,0,0,1,Plzeòskı kraj,do 999
7285,5312,Svitavy,NA,NA,NA,NA,30/08/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,2,Pardubickı kraj,10 000-19 999
7286,6221,idlochovice,NA,NA,NA,NA,31/03/2019,4,0,2,2,NA,2,0,2,0,4,Jihomoravskı kraj,1 000-1 999
7287,8108,Havíøov,NA,NA,NA,NA,10/10/2018,3,0,0,3,50 001 Kè a více,1,0,0,0,0,Moravskoslezskı kraj,50 000-99 999
7288,8119,Ostrava,NA,NA,NA,NA,06/11/2018,2,0,0,2,22 001–30 000 Kè,0,0,0,0,2,Moravskoslezskı kraj,100 000+
7289,3112,Tábor,NA,NA,NA,NA,25/07/2018,4,1,1,2,22 001–30 000 Kè,2,0,0,0,1,Jihoèeskı kraj,20 000-49 999
7290,2105,Èernošice,NA,NA,NA,NA,02/10/2018,5,0,2,3,50 001 Kè a více,1,1,1,0,5,Støedoèeskı kraj,1 000-1 999
7291,6203,Brno,NA,NA,NA,NA,15/11/2017,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Jihomoravskı kraj,100 000+
7292,6203,Brno,NA,NA,NA,NA,23/11/2017,5,0,2,3,nevím/nechci odpovídat,1,1,0,0,3,Jihomoravskı kraj,100 000+
7293,6203,Brno,NA,NA,NA,NA,09/11/2017,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Jihomoravskı kraj,100 000+
7294,6204,Bøeclav,NA,NA,NA,NA,31/05/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,1,Jihomoravskı kraj,1 000-1 999
7295,6214,Rosice,NA,NA,NA,NA,31/03/2019,4,1,1,2,NA,1,1,0,0,4,Jihomoravskı kraj,5 000-9 999
7296,5107,Semily,NA,NA,NA,NA,21/11/2017,2,0,0,2,22 001–30 000 Kè,1,0,0,0,2,Libereckı kraj,5 000-9 999
7297,8108,Havíøov,NA,NA,NA,NA,12/03/2019,2,0,0,2,30 001–50 000 Kè,1,0,0,0,0,Moravskoslezskı kraj,50 000-99 999
7298,6220,Znojmo,NA,NA,NA,NA,01/11/2018,1,0,0,1,9 201–15 000 Kè,1,0,0,0,1,Jihomoravskı kraj,20 000-49 999
7299,8108,Havíøov,NA,NA,NA,NA,12/06/2018,1,0,0,1,9 201–15 000 Kè,1,0,0,0,0,Moravskoslezskı kraj,50 000-99 999
7300,8119,Ostrava,NA,NA,NA,NA,21/08/2018,1,0,0,1,22 001–30 000 Kè,1,0,1,0,1,Moravskoslezskı kraj,100 000+
7301,8119,Ostrava,NA,NA,NA,NA,08/08/2018,1,0,0,1,22 001–30 000 Kè,1,0,0,0,0,Moravskoslezskı kraj,100 000+
7302,7106,Mohelnice,NA,NA,NA,NA,29/05/2018,2,0,0,2,30 001–50 000 Kè,1,0,0,0,2,Olomouckı kraj,1 000-1 999
7303,5214,Trutnov,NA,NA,NA,NA,08/11/2018,2,0,0,2,15 001–22 000 Kè,1,0,0,0,0,Královéhradeckı kraj,20 000-49 999
7304,6105,Jihlava,NA,NA,NA,NA,19/07/2018,4,0,1,3,30 001–50 000 Kè,1,0,0,0,4,Kraj Vysoèina,50 000-99 999
7305,6203,Brno,NA,NA,NA,NA,09/11/2017,3,0,1,2,50 001 Kè a více,1,0,0,0,3,Jihomoravskı kraj,100 000+
7306,6203,Brno,NA,NA,NA,NA,30/11/2017,4,0,2,2,30 001–50 000 Kè,1,0,0,0,4,Jihomoravskı kraj,100 000+
7307,3112,Tábor,NA,NA,NA,NA,06/11/2018,2,0,0,2,NA,1,0,0,0,1,Jihoèeskı kraj,20 000-49 999
7308,4203,Chomutov,NA,NA,NA,NA,08/05/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Ústeckı kraj,20 000-49 999
7309,3110,Sobìslav,NA,NA,NA,NA,07/02/2019,4,0,1,3,NA,1,0,0,0,2,Jihoèeskı kraj,5 000-9 999
7310,2107,Dobøíš,NA,NA,NA,NA,02/08/2018,4,1,1,2,30 001–50 000 Kè,2,0,0,1,4,Støedoèeskı kraj,do 999
7311,4107,Sokolov,NA,NA,NA,NA,04/09/2018,2,0,0,2,9 201–15 000 Kè,0,0,0,0,0,Karlovarskı kraj,20 000-49 999
7312,4213,Teplice,NA,NA,NA,NA,14/11/2018,3,0,0,3,22 001–30 000 Kè,1,0,0,0,1,Ústeckı kraj,20 000-49 999
7313,5307,Litomyšl,NA,NA,NA,NA,21/08/2018,4,0,1,3,30 001–50 000 Kè,2,0,0,2,4,Pardubickı kraj,do 999
7314,6203,Brno,NA,NA,NA,NA,12/02/2019,4,0,2,2,30 001–50 000 Kè,1,1,0,0,2,Jihomoravskı kraj,100 000+
7315,6202,Boskovice,NA,NA,NA,NA,07/08/2018,1,0,0,1,NA,1,0,0,0,1,Jihomoravskı kraj,do 999
7316,5105,Liberec,NA,NA,NA,NA,22/11/2017,2,0,1,1,30 001–50 000 Kè,1,0,0,0,0,Libereckı kraj,100 000+
7317,8106,Frıdek-Místek,NA,NA,NA,NA,05/02/2019,3,0,0,3,30 001–50 000 Kè,1,0,0,0,2,Moravskoslezskı kraj,50 000-99 999
7318,8117,Opava,NA,NA,NA,NA,15/08/2018,2,0,0,2,50 001 Kè a více,1,0,0,0,2,Moravskoslezskı kraj,50 000-99 999
7319,4213,Teplice,NA,NA,NA,NA,28/02/2019,2,0,0,2,22 001–30 000 Kè,1,0,0,0,2,Ústeckı kraj,1 000-1 999
7320,6110,Pelhøimov,NA,NA,NA,NA,30/08/2018,4,0,1,3,NA,1,0,0,1,4,Kraj Vysoèina,2 000-4 999
7321,7103,Konice,NA,NA,NA,NA,24/04/2019,3,0,0,3,50 001 Kè a více,2,0,0,0,3,Olomouckı kraj,2 000-4 999
7322,6216,Šlapanice,NA,NA,NA,NA,16/11/2017,4,1,2,2,30 001–50 000 Kè,1,1,0,0,4,Jihomoravskı kraj,1 000-1 999
7323,3209,Plzeò,NA,NA,NA,NA,21/02/2019,6,1,0,5,50 001 Kè a více,3,0,0,0,2,Plzeòskı kraj,do 999
7324,6214,Rosice,NA,NA,NA,NA,26/10/2017,3,0,1,2,30 001–50 000 Kè,2,0,0,0,3,Jihomoravskı kraj,2 000-4 999
7325,6214,Rosice,NA,NA,NA,NA,10/10/2017,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Jihomoravskı kraj,2 000-4 999
7326,8121,Tøinec,NA,NA,NA,NA,19/07/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,3,Moravskoslezskı kraj,5 000-9 999
7327,4107,Sokolov,NA,NA,NA,NA,04/09/2018,1,0,0,1,ménì ne 9 200 Kè,0,0,0,0,0,Karlovarskı kraj,20 000-49 999
7328,5315,amberk,NA,NA,NA,NA,15/05/2018,2,0,0,2,30 001–50 000 Kè,1,0,0,1,2,Pardubickı kraj,5 000-9 999
7329,3108,Písek,NA,NA,NA,NA,13/11/2018,4,0,0,4,50 001 Kè a více,3,0,0,0,4,Jihoèeskı kraj,do 999
7330,5107,Semily,NA,NA,NA,NA,04/10/2017,3,0,0,3,30 001–50 000 Kè,2,0,0,0,2,Libereckı kraj,5 000-9 999
7331,4213,Teplice,NA,NA,NA,NA,06/03/2019,4,0,2,2,22 001–30 000 Kè,1,0,0,0,1,Ústeckı kraj,1 000-1 999
7332,2107,Dobøíš,NA,NA,NA,NA,06/03/2019,1,0,0,1,15 001–22 000 Kè,1,0,0,0,0,Støedoèeskı kraj,5 000-9 999
7333,6203,Brno,NA,NA,NA,NA,25/03/2019,2,0,1,1,22 001–30 000 Kè,1,0,0,0,2,Jihomoravskı kraj,100 000+
7334,3101,Blatná,NA,NA,NA,NA,03/04/2019,3,1,0,2,50 001 Kè a více,1,0,0,0,1,Jihoèeskı kraj,do 999
7335,3117,Vodòany,NA,NA,NA,NA,20/06/2019,4,0,1,3,NA,1,1,0,0,1,Jihoèeskı kraj,5 000-9 999
7336,6207,Hustopeèe,NA,NA,NA,NA,22/11/2017,3,0,0,3,50 001 Kè a více,1,1,0,0,3,Jihomoravskı kraj,5 000-9 999
7337,6214,Rosice,NA,NA,NA,NA,07/11/2017,4,0,1,3,30 001–50 000 Kè,3,0,0,0,3,Jihomoravskı kraj,2 000-4 999
7338,4209,Most,NA,NA,NA,NA,06/03/2019,2,0,0,2,15 001–22 000 Kè,1,0,0,0,0,Ústeckı kraj,50 000-99 999
7339,6220,Znojmo,NA,NA,NA,NA,29/08/2018,4,2,0,2,30 001–50 000 Kè,2,0,0,0,2,Jihomoravskı kraj,20 000-49 999
7340,7105,Litovel,NA,NA,NA,NA,15/05/2018,2,0,0,2,22 001–30 000 Kè,2,0,0,0,2,Olomouckı kraj,5 000-9 999
7341,6214,Rosice,NA,NA,NA,NA,08/11/2017,1,0,0,1,22 001–30 000 Kè,1,0,0,0,0,Jihomoravskı kraj,2 000-4 999
7342,6203,Brno,NA,NA,NA,NA,23/11/2017,5,0,0,5,nevím/nechci odpovídat,2,0,0,0,4,Jihomoravskı kraj,100 000+
7343,6214,Rosice,NA,NA,NA,NA,09/11/2017,3,0,1,2,30 001–50 000 Kè,1,0,0,0,3,Jihomoravskı kraj,2 000-4 999
7344,4103,Karlovy Vary,NA,NA,NA,NA,13/02/2019,2,0,0,2,22 001–30 000 Kè,0,0,0,0,0,Karlovarskı kraj,20 000-49 999
7345,8115,Novı Jièín,NA,NA,NA,NA,24/04/2019,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Moravskoslezskı kraj,1 000-1 999
7346,6218,Veselí nad Moravou,NA,NA,NA,NA,11/10/2017,1,0,0,1,9 201–15 000 Kè,0,0,0,0,1,Jihomoravskı kraj,10 000-19 999
7347,4205,Litomìøice,NA,NA,NA,NA,20/03/2019,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Ústeckı kraj,5 000-9 999
7348,6207,Hustopeèe,NA,NA,NA,NA,21/11/2017,1,0,0,1,nevím/nechci odpovídat,0,0,0,0,0,Jihomoravskı kraj,2 000-4 999
7349,5207,Jièín,NA,NA,NA,NA,17/07/2018,3,0,0,3,NA,2,0,0,1,3,Královéhradeckı kraj,do 999
7350,6110,Pelhøimov,NA,NA,NA,NA,22/08/2018,4,1,1,2,NA,1,0,0,0,4,Kraj Vysoèina,do 999
7351,6216,Šlapanice,NA,NA,NA,NA,23/11/2017,2,0,0,2,30 001–50 000 Kè,1,0,0,0,0,Jihomoravskı kraj,do 999
7352,7104,Lipník nad Beèvou,NA,NA,NA,NA,07/11/2018,3,0,0,3,NA,1,0,0,0,3,Olomouckı kraj,do 999
7353,3114,Tøeboò,NA,NA,NA,NA,07/11/2018,2,0,0,2,30 001–50 000 Kè,2,0,0,0,0,Jihoèeskı kraj,do 999
7354,6201,Blansko,NA,NA,NA,NA,09/11/2017,4,0,2,2,nevím/nechci odpovídat,2,0,0,0,4,Jihomoravskı kraj,2 000-4 999
7355,1000,Praha,NA,NA,NA,NA,28/08/2018,1,0,0,1,NA,1,0,0,0,1,Hlavní mìsto Praha,100 000+
7356,6221,idlochovice,NA,NA,NA,NA,23/11/2017,3,0,2,1,22 001–30 000 Kè,1,0,0,0,3,Jihomoravskı kraj,2 000-4 999
7357,6220,Znojmo,NA,NA,NA,NA,28/08/2018,3,0,0,3,NA,0,0,0,0,2,Jihomoravskı kraj,1 000-1 999
7358,5313,Ústí nad Orlicí,NA,NA,NA,NA,03/10/2017,2,0,0,2,30 001–50 000 Kè,1,1,0,0,1,Pardubickı kraj,10 000-19 999
7359,6105,Jihlava,NA,NA,NA,NA,17/07/2018,1,0,0,1,NA,0,0,0,0,1,Kraj Vysoèina,50 000-99 999
7360,5309,Pardubice,NA,NA,NA,NA,05/09/2018,1,0,0,1,30 001–50 000 Kè,0,0,0,0,1,Pardubickı kraj,50 000-99 999
7361,5309,Pardubice,NA,NA,NA,NA,04/09/2018,5,1,2,2,50 001 Kè a více,2,0,0,0,3,Pardubickı kraj,50 000-99 999
7362,5205,Hradec Králové,NA,NA,NA,NA,31/05/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,2,Královéhradeckı kraj,50 000-99 999
7363,5101,Èeská Lípa,NA,NA,NA,NA,07/11/2018,1,0,0,1,15 001–22 000 Kè,0,0,0,0,0,Libereckı kraj,5 000-9 999
7364,5101,Èeská Lípa,NA,NA,NA,NA,13/09/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,2,Libereckı kraj,20 000-49 999
7365,3209,Plzeò,NA,NA,NA,NA,24/10/2018,2,0,0,2,22 001–30 000 Kè,0,0,0,0,1,Plzeòskı kraj,100 000+
7366,1000,Praha,NA,NA,NA,NA,06/09/2018,3,0,1,2,50 001 Kè a více,1,0,0,0,3,Hlavní mìsto Praha,100 000+
7367,8119,Ostrava,NA,NA,NA,NA,18/04/2019,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Moravskoslezskı kraj,100 000+
7368,6216,Šlapanice,NA,NA,NA,NA,15/11/2017,1,0,0,1,nevím/nechci odpovídat,1,0,0,0,0,Jihomoravskı kraj,1 000-1 999
7369,1000,Praha,NA,NA,NA,NA,08/08/2018,4,2,0,2,30 001–50 000 Kè,0,0,0,0,2,Hlavní mìsto Praha,100 000+
7370,1000,Praha,NA,NA,NA,NA,08/08/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Hlavní mìsto Praha,100 000+
7371,3207,Nepomuk,NA,NA,NA,NA,13/11/2018,5,2,1,2,30 001–50 000 Kè,1,0,0,0,0,Plzeòskı kraj,do 999
7372,4202,Dìèín,NA,NA,NA,NA,05/07/2018,2,0,0,2,30 001–50 000 Kè,1,0,0,0,0,Ústeckı kraj,do 999
7373,2120,Pøíbram,NA,NA,NA,NA,11/10/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Støedoèeskı kraj,20 000-49 999
7374,4213,Teplice,NA,NA,NA,NA,09/05/2018,2,0,0,2,50 001 Kè a více,1,0,0,0,0,Ústeckı kraj,5 000-9 999
7375,4213,Teplice,NA,NA,NA,NA,05/02/2019,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Ústeckı kraj,5 000-9 999
7376,7213,Zlín,NA,NA,NA,NA,23/11/2017,2,0,0,2,30 001–50 000 Kè,1,0,0,0,0,Zlínskı kraj,50 000-99 999
7377,1000,Praha,NA,NA,NA,NA,16/04/2019,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Hlavní mìsto Praha,100 000+
7378,1000,Praha,NA,NA,NA,NA,14/06/2018,1,0,0,1,30 001–50 000 Kè,1,0,0,0,0,Hlavní mìsto Praha,100 000+
7379,1000,Praha,NA,NA,NA,NA,02/10/2018,1,0,0,1,NA,0,0,0,0,0,Hlavní mìsto Praha,100 000+
7380,7203,Kromìøí,NA,NA,NA,NA,14/11/2017,2,0,0,2,15 001–22 000 Kè,0,0,0,0,0,Zlínskı kraj,20 000-49 999
7381,7109,Pøerov,NA,NA,NA,NA,16/10/2018,2,0,0,2,NA,1,0,0,0,2,Olomouckı kraj,20 000-49 999
7382,6211,Mikulov,NA,NA,NA,NA,21/11/2017,2,0,1,1,15 001–22 000 Kè,1,0,0,0,1,Jihomoravskı kraj,5 000-9 999
7383,6203,Brno,NA,NA,NA,NA,13/03/2019,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Jihomoravskı kraj,100 000+
7384,6206,Hodonín,NA,NA,NA,NA,07/11/2017,6,0,2,4,30 001–50 000 Kè,3,0,1,2,5,Jihomoravskı kraj,2 000-4 999
7385,6111,Svìtlá nad Sázavou,NA,NA,NA,NA,12/07/2018,1,0,0,1,NA,0,0,0,0,0,Kraj Vysoèina,5 000-9 999
7386,5311,Pøelouè,NA,NA,NA,NA,21/03/2019,2,0,0,2,30 001–50 000 Kè,1,1,0,0,0,Pardubickı kraj,5 000-9 999
7387,6217,Tišnov,NA,NA,NA,NA,31/10/2017,2,0,0,2,15 001–22 000 Kè,1,0,0,0,0,Jihomoravskı kraj,1 000-1 999
7388,5103,Jablonec nad Nisou,NA,NA,NA,NA,06/08/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Libereckı kraj,20 000-49 999
7389,6220,Znojmo,NA,NA,NA,NA,29/11/2017,2,0,0,2,nevím/nechci odpovídat,1,0,0,0,0,Jihomoravskı kraj,20 000-49 999
7390,4215,Varnsdorf,NA,NA,NA,NA,13/06/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Ústeckı kraj,10 000-19 999
7391,6207,Hustopeèe,NA,NA,NA,NA,28/11/2017,2,0,0,2,nevím/nechci odpovídat,2,0,0,0,0,Jihomoravskı kraj,1 000-1 999
7392,4212,Rumburk,NA,NA,NA,NA,19/06/2018,4,0,2,2,30 001–50 000 Kè,1,0,0,0,1,Ústeckı kraj,2 000-4 999
7393,4107,Sokolov,NA,NA,NA,NA,14/08/2018,2,0,0,2,NA,0,0,0,0,0,Karlovarskı kraj,2 000-4 999
7394,4103,Karlovy Vary,NA,NA,NA,NA,30/07/2018,2,0,0,2,30 001–50 000 Kè,2,1,0,0,2,Karlovarskı kraj,20 000-49 999
7395,6115,ïár nad Sázavou,NA,NA,NA,NA,21/11/2017,2,1,0,2,22 001–30 000 Kè,1,0,0,0,3,Kraj Vysoèina,20 000-49 999
7396,3209,Plzeò,NA,NA,NA,NA,24/10/2018,1,0,0,1,22 001–30 000 Kè,0,0,0,0,0,Plzeòskı kraj,100 000+
7397,3209,Plzeò,NA,NA,NA,NA,10/10/2018,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Plzeòskı kraj,100 000+
7398,3209,Plzeò,NA,NA,NA,NA,14/03/2019,2,0,0,2,15 001–22 000 Kè,0,0,0,0,0,Plzeòskı kraj,100 000+
7399,3209,Plzeò,NA,NA,NA,NA,03/04/2019,1,0,0,1,9 201–15 000 Kè,0,0,0,0,0,Plzeòskı kraj,100 000+
7400,2106,Èeskı Brod,NA,NA,NA,NA,16/08/2018,2,0,0,2,NA,1,0,0,0,0,Støedoèeskı kraj,5 000-9 999
7401,2117,Neratovice,NA,NA,NA,NA,26/07/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,1,Støedoèeskı kraj,10 000-19 999
7402,1000,Praha,NA,NA,NA,NA,31/07/2018,3,0,0,3,NA,1,1,0,0,0,Hlavní mìsto Praha,100 000+
7403,1000,Praha,NA,NA,NA,NA,16/10/2018,3,1,0,2,NA,0,0,0,0,3,Hlavní mìsto Praha,100 000+
7404,6219,Vyškov,NA,NA,NA,NA,30/11/2017,1,0,0,1,9 201–15 000 Kè,0,0,0,0,1,Jihomoravskı kraj,do 999
7405,1000,Praha,NA,NA,NA,NA,11/10/2018,4,0,0,4,NA,1,0,0,0,2,Hlavní mìsto Praha,100 000+
7406,1000,Praha,NA,NA,NA,NA,12/07/2018,1,0,0,1,30 001–50 000 Kè,1,0,0,0,1,Hlavní mìsto Praha,100 000+
7407,1000,Praha,NA,NA,NA,NA,11/04/2019,4,2,0,2,NA,2,1,0,0,2,Hlavní mìsto Praha,100 000+
7408,1000,Praha,NA,NA,NA,NA,02/08/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Hlavní mìsto Praha,100 000+
7409,1000,Praha,NA,NA,NA,NA,25/04/2019,3,0,0,3,NA,1,0,0,0,0,Hlavní mìsto Praha,100 000+
7410,2101,Benešov,NA,NA,NA,NA,31/07/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Støedoèeskı kraj,10 000-19 999
7411,1000,Praha,NA,NA,NA,NA,22/08/2018,4,2,0,2,50 001 Kè a více,1,0,0,0,2,Hlavní mìsto Praha,100 000+
7412,1000,Praha,NA,NA,NA,NA,27/03/2019,4,0,2,2,50 001 Kè a více,1,0,0,0,4,Hlavní mìsto Praha,100 000+
7413,1000,Praha,NA,NA,NA,NA,04/03/2019,3,0,0,3,50 001 Kè a více,1,0,0,0,3,Hlavní mìsto Praha,100 000+
7414,2110,Kolín,NA,NA,NA,NA,08/08/2018,4,0,0,4,50 001 Kè a více,1,0,0,0,4,Støedoèeskı kraj,2 000-4 999
7415,2122,Øíèany,NA,NA,NA,NA,21/08/2018,2,1,0,1,NA,0,0,0,0,0,Støedoèeskı kraj,2 000-4 999
7416,7108,Prostìjov,NA,NA,NA,NA,29/11/2017,1,0,0,1,nevím/nechci odpovídat,0,0,0,0,0,Olomouckı kraj,20 000-49 999
7417,2109,Kladno,NA,NA,NA,NA,12/07/2018,2,0,0,2,15 001–22 000 Kè,1,0,0,2,0,Støedoèeskı kraj,50 000-99 999
7418,2115,Mladá Boleslav,NA,NA,NA,NA,02/10/2018,5,0,2,3,NA,2,0,0,1,4,Støedoèeskı kraj,2 000-4 999
7419,8109,Hluèín,NA,NA,NA,NA,06/09/2018,3,0,0,3,50 001 Kè a více,1,1,0,0,0,Moravskoslezskı kraj,10 000-19 999
7420,2109,Kladno,NA,NA,NA,NA,28/03/2019,3,0,0,3,30 001–50 000 Kè,1,0,0,0,0,Støedoèeskı kraj,50 000-99 999
7421,2114,Mìlník,NA,NA,NA,NA,01/08/2018,2,1,0,1,NA,2,0,0,0,1,Støedoèeskı kraj,do 999
7422,2112,Kutná Hora,NA,NA,NA,NA,13/02/2019,1,0,0,1,15 001–22 000 Kè,1,0,0,0,0,Støedoèeskı kraj,20 000-49 999
7423,2112,Kutná Hora,NA,NA,NA,NA,04/10/2018,1,0,0,1,30 001–50 000 Kè,1,0,0,0,0,Støedoèeskı kraj,2 000-4 999
7424,6215,Slavkov u Brna,NA,NA,NA,NA,22/11/2017,2,0,0,2,nevím/nechci odpovídat,1,0,0,1,0,Jihomoravskı kraj,1 000-1 999
7425,2107,Dobøíš,NA,NA,NA,NA,01/08/2018,3,0,0,3,50 001 Kè a více,2,0,0,1,3,Støedoèeskı kraj,do 999
7426,8117,Opava,NA,NA,NA,NA,23/11/2017,4,0,2,2,30 001–50 000 Kè,1,1,0,0,2,Moravskoslezskı kraj,50 000-99 999
7427,3103,Èeskı Krumlov,NA,NA,NA,NA,09/10/2018,2,0,0,2,30 001–50 000 Kè,1,0,0,0,0,Jihoèeskı kraj,1 000-1 999
7428,3103,Èeskı Krumlov,NA,NA,NA,NA,10/10/2018,4,2,0,2,22 001–30 000 Kè,2,0,0,0,2,Jihoèeskı kraj,1 000-1 999
7429,2102,Beroun,NA,NA,NA,NA,26/09/2018,3,0,0,3,22 001–30 000 Kè,1,0,0,0,2,Støedoèeskı kraj,do 999
7430,8104,Èeskı Tìšín,NA,NA,NA,NA,22/11/2017,1,0,0,1,30 001–50 000 Kè,0,1,0,0,0,Moravskoslezskı kraj,20 000-49 999
7431,8106,Frıdek-Místek,NA,NA,NA,NA,14/02/2019,2,0,0,2,50 001 Kè a více,0,0,0,0,1,Moravskoslezskı kraj,50 000-99 999
7432,4213,Teplice,NA,NA,NA,NA,13/11/2018,2,0,0,2,22 001–30 000 Kè,1,0,0,0,0,Ústeckı kraj,20 000-49 999
